date,revenue,firm
1/19/2015,10133,4795sd7
1/19/2015,7639,2864sd7
1/19/2015,7339,5471sd7
1/19/2015,6691,2983sd7
1/19/2015,4964,4597sd7
1/19/2015,4820,9520sd7
1/19/2015,4372,5743sd7
1/19/2015,4236,4140sd7
1/19/2015,4088,7758sd7
1/19/2015,4068,7772sd7
1/19/2015,3878,9017sd7
1/19/2015,3548,7772sd7
1/19/2015,3445,9327sd7
1/19/2015,3380,2974sd7
1/19/2015,2912,5258sd7
1/19/2015,2743,4245sd7
1/19/2015,2534,8354sd7
1/19/2015,2525,9481sd7
1/19/2015,2299,3300sd7
1/19/2015,2291,9327sd7
1/19/2015,2095,2989sd7
1/19/2015,2057,2848sd7
1/19/2015,2045,2858sd7
1/19/2015,1946,3213sd7
1/19/2015,1888,2983sd7
1/19/2015,1855,3007sd7
1/19/2015,1777,7670sd7
1/19/2015,1767,3300sd7
1/19/2015,1765,5751sd7
1/19/2015,1740,3862sd7
1/19/2015,1689,3929sd7
1/19/2015,1688,9472sd7
1/19/2015,1662,6661sd7
1/19/2015,1588,6858sd7
1/19/2015,1584,3378sd7
1/19/2015,1546,3743sd7
1/19/2015,1545,5549sd7
1/19/2015,1541,2848sd7
1/19/2015,1364,5146sd7
1/19/2015,1350,5868sd7
1/19/2015,1345,3300sd7
1/19/2015,1331,3569sd7
1/19/2015,1330,2848sd7
1/19/2015,1291,6226sd7
1/19/2015,1284,4331sd7
1/19/2015,1278,2848sd7
1/19/2015,1242,4293sd7
1/19/2015,1187,4381sd7
1/19/2015,1184,6386sd7
1/19/2015,1135,6607sd7
1/19/2015,1120,2848sd7
1/19/2015,1109,8752sd7
1/19/2015,1108,5024sd7
1/19/2015,1024,3245sd7
1/19/2015,1022,2827sd7
1/19/2015,1006,4414sd7
1/19/2015,987,2850sd7
1/19/2015,985,2848sd7
1/19/2015,972,5739sd7
1/19/2015,966,7176sd7
1/19/2015,960,7761sd7
1/19/2015,959,4835sd7
1/19/2015,942,2860sd7
1/19/2015,941,2848sd7
1/19/2015,927,8855sd7
1/19/2015,916,5146sd7
1/19/2015,891,4505sd7
1/19/2015,886,5743sd7
1/19/2015,877,5282sd7
1/19/2015,875,8824sd7
1/19/2015,864,6457sd7
1/19/2015,857,8991sd7
1/19/2015,847,3046sd7
1/19/2015,845,3067sd7
1/19/2015,837,5146sd7
1/19/2015,823,5133sd7
1/19/2015,819,2989sd7
1/19/2015,810,2989sd7
1/19/2015,801,3007sd7
1/19/2015,798,7366sd7
1/19/2015,761,9238sd7
1/19/2015,759,4106sd7
1/19/2015,751,4178sd7
1/19/2015,747,2848sd7
1/19/2015,746,5496sd7
1/19/2015,725,2939sd7
1/19/2015,706,3672sd7
1/19/2015,691,3001sd7
1/19/2015,682,5586sd7
1/19/2015,676,3302sd7
1/19/2015,676,2939sd7
1/19/2015,673,4713sd7
1/19/2015,670,4055sd7
1/19/2015,668,5520sd7
1/19/2015,666,5310sd7
1/19/2015,649,3435sd7
1/19/2015,647,3046sd7
1/19/2015,634,2848sd7
1/19/2015,623,2827sd7
1/19/2015,607,5038sd7
1/19/2015,603,2819sd7
1/19/2015,596,3301sd7
1/19/2015,596,8305sd7
1/19/2015,573,2976sd7
1/19/2015,572,9509sd7
1/19/2015,569,5549sd7
1/19/2015,560,2850sd7
1/19/2015,558,3666sd7
1/19/2015,553,4505sd7
1/19/2015,552,2848sd7
1/19/2015,551,4835sd7
1/19/2015,548,2983sd7
1/19/2015,538,9479sd7
1/19/2015,537,3205sd7
1/19/2015,531,2989sd7
1/19/2015,525,3048sd7
1/19/2015,525,5038sd7
1/19/2015,523,4257sd7
1/19/2015,523,9317sd7
1/19/2015,517,2983sd7
1/19/2015,516,2848sd7
1/19/2015,516,3046sd7
1/19/2015,513,3213sd7
1/19/2015,500,3105sd7
1/19/2015,497,5953sd7
1/19/2015,493,5586sd7
1/19/2015,492,4550sd7
1/19/2015,480,3661sd7
1/19/2015,472,5249sd7
1/19/2015,466,3007sd7
1/19/2015,457,2983sd7
1/19/2015,452,2983sd7
1/19/2015,449,9455sd7
1/19/2015,448,3874sd7
1/19/2015,442,2827sd7
1/19/2015,437,3213sd7
1/19/2015,435,5038sd7
1/19/2015,433,4938sd7
1/19/2015,430,3090sd7
1/19/2015,428,3723sd7
1/19/2015,428,6276sd7
1/19/2015,424,2848sd7
1/19/2015,424,8725sd7
1/19/2015,423,2848sd7
1/19/2015,420,3857sd7
1/19/2015,420,4217sd7
1/19/2015,417,2976sd7
1/19/2015,412,4941sd7
1/19/2015,408,6650sd7
1/19/2015,407,4383sd7
1/19/2015,10468,4795sd7
1/19/2015,4026,7772sd7
1/19/2015,3042,5743sd7
1/19/2015,2893,7758sd7
1/19/2015,2601,7772sd7
1/19/2015,2444,4140sd7
1/19/2015,2422,2983sd7
1/19/2015,2014,4245sd7
1/19/2015,1873,2974sd7
1/19/2015,1814,3929sd7
1/19/2015,1742,2864sd7
1/19/2015,1485,2983sd7
1/19/2015,1383,3007sd7
1/19/2015,1208,6226sd7
1/19/2015,1175,5471sd7
1/19/2015,1162,3300sd7
1/19/2015,1131,2983sd7
1/19/2015,1051,2983sd7
1/19/2015,1038,5751sd7
1/19/2015,1038,4331sd7
1/19/2015,1008,2989sd7
1/19/2015,1003,9479sd7
1/19/2015,976,2848sd7
1/19/2015,952,5258sd7
1/19/2015,939,3213sd7
1/19/2015,939,3007sd7
1/19/2015,877,9017sd7
1/19/2015,865,5520sd7
1/19/2015,861,3743sd7
1/19/2015,845,4505sd7
1/19/2015,842,5739sd7
1/19/2015,821,6989sd7
1/19/2015,820,3300sd7
1/19/2015,816,4505sd7
1/19/2015,779,2848sd7
1/19/2015,777,5024sd7
1/19/2015,752,6276sd7
1/19/2015,740,5133sd7
1/19/2015,730,7761sd7
1/19/2015,728,3862sd7
1/19/2015,710,3300sd7
1/19/2015,680,5520sd7
1/19/2015,671,3378sd7
1/19/2015,634,2819sd7
1/19/2015,632,2989sd7
1/19/2015,624,3857sd7
1/19/2015,618,6399sd7
1/19/2015,613,2827sd7
1/19/2015,606,2848sd7
1/19/2015,593,6399sd7
1/19/2015,584,3046sd7
1/19/2015,576,5146sd7
1/19/2015,572,5496sd7
1/19/2015,571,3046sd7
1/19/2015,565,2848sd7
1/19/2015,564,5549sd7
1/19/2015,561,3067sd7
1/19/2015,556,7018sd7
1/19/2015,545,3046sd7
1/19/2015,534,2848sd7
1/19/2015,532,3569sd7
1/19/2015,528,2848sd7
1/19/2015,518,5038sd7
1/19/2015,515,6989sd7
1/19/2015,513,5038sd7
1/19/2015,504,3245sd7
1/19/2015,502,3105sd7
1/19/2015,495,5586sd7
1/19/2015,493,5743sd7
1/19/2015,477,3213sd7
1/19/2015,474,8855sd7
1/19/2015,470,2848sd7
1/19/2015,452,9520sd7
1/19/2015,443,2827sd7
1/19/2015,435,2989sd7
1/19/2015,433,5953sd7
1/19/2015,433,8305sd7
1/19/2015,431,9481sd7
1/19/2015,421,4289sd7
1/19/2015,416,2989sd7
1/19/2015,415,4055sd7
1/19/2015,406,2848sd7
1/19/2015,406,3090sd7
1/19/2015,406,4217sd7
1/19/2015,398,4713sd7
1/19/2015,394,4293sd7
1/19/2015,392,4550sd7
1/19/2015,391,3301sd7
1/19/2015,389,3390sd7
1/19/2015,385,8991sd7
1/19/2015,379,2860sd7
1/19/2015,372,2848sd7
1/19/2015,367,2827sd7
1/19/2015,364,3007sd7
1/19/2015,363,3282sd7
1/19/2015,362,6989sd7
1/19/2015,351,6457sd7
1/19/2015,340,6399sd7
1/19/2015,338,6607sd7
1/19/2015,336,6989sd7
1/19/2015,332,5146sd7
1/19/2015,331,5282sd7
1/19/2015,329,8752sd7
1/19/2015,327,3666sd7
1/19/2015,324,4941sd7
1/19/2015,321,2827sd7
1/19/2015,319,3299sd7
1/19/2015,318,3641sd7
1/19/2015,316,2976sd7
1/19/2015,316,6989sd7
1/19/2015,315,3886sd7
1/19/2015,312,4024sd7
1/19/2015,307,2983sd7
1/19/2015,306,5414sd7
1/19/2015,304,4498sd7
1/19/2015,303,4938sd7
1/19/2015,301,2858sd7
1/19/2015,300,2848sd7
1/19/2015,297,3857sd7
1/19/2015,297,3245sd7
1/19/2015,296,2963sd7
1/19/2015,293,7898sd7
1/19/2015,291,5586sd7
1/19/2015,290,4835sd7
1/19/2015,286,2989sd7
1/19/2015,286,6989sd7
1/19/2015,285,2827sd7
1/19/2015,283,4257sd7
1/19/2015,283,5531sd7
1/19/2015,282,4381sd7
1/19/2015,281,3048sd7
1/19/2015,281,4597sd7
1/19/2015,274,2983sd7
1/19/2015,271,3213sd7
1/19/2015,271,4696sd7
1/19/2015,270,2848sd7
1/19/2015,269,2848sd7
1/19/2015,269,3455sd7
1/19/2015,269,6989sd7
1/19/2015,265,8339sd7
1/19/2015,265,6989sd7
1/19/2015,262,3205sd7
1/19/2015,259,2848sd7
1/19/2015,259,2819sd7
1/19/2015,258,3067sd7
1/19/2015,258,3302sd7
1/19/2015,258,4366sd7
1/19/2015,258,3661sd7
1/19/2015,256,5038sd7
1/19/2015,253,2983sd7
1/18/2015,13311,4795sd7
1/18/2015,9213,2864sd7
1/18/2015,8288,5471sd7
1/18/2015,8180,2983sd7
1/18/2015,5601,4597sd7
1/18/2015,5405,5743sd7
1/18/2015,5383,4140sd7
1/18/2015,5286,9238sd7
1/18/2015,5131,7772sd7
1/18/2015,5098,9017sd7
1/18/2015,5068,7758sd7
1/18/2015,4527,2974sd7
1/18/2015,4256,7772sd7
1/18/2015,3773,9481sd7
1/18/2015,3548,4245sd7
1/18/2015,3429,5258sd7
1/18/2015,3416,9327sd7
1/18/2015,2768,7670sd7
1/18/2015,2748,3300sd7
1/18/2015,2705,2858sd7
1/18/2015,2625,9317sd7
1/18/2015,2606,2989sd7
1/18/2015,2536,2848sd7
1/18/2015,2387,6858sd7
1/18/2015,2381,3007sd7
1/18/2015,2317,2983sd7
1/18/2015,2264,3862sd7
1/18/2015,2182,5751sd7
1/18/2015,2152,3929sd7
1/18/2015,2112,3300sd7
1/18/2015,2087,3378sd7
1/18/2015,2085,3213sd7
1/18/2015,1939,3743sd7
1/18/2015,1892,2848sd7
1/18/2015,1841,6226sd7
1/18/2015,1809,5549sd7
1/18/2015,1775,4331sd7
1/18/2015,1705,8752sd7
1/18/2015,1667,5024sd7
1/18/2015,1659,5146sd7
1/18/2015,1647,3569sd7
1/18/2015,1639,2848sd7
1/18/2015,1615,3300sd7
1/18/2015,1613,2848sd7
1/18/2015,1537,4293sd7
1/18/2015,1534,9509sd7
1/18/2015,1520,8824sd7
1/18/2015,1364,4381sd7
1/18/2015,1341,6386sd7
1/18/2015,1318,5133sd7
1/18/2015,1313,2848sd7
1/18/2015,1307,3245sd7
1/18/2015,1300,4178sd7
1/18/2015,1271,7761sd7
1/18/2015,1268,2827sd7
1/18/2015,1267,2850sd7
1/18/2015,1261,2848sd7
1/18/2015,1251,6607sd7
1/18/2015,1246,5743sd7
1/18/2015,1240,7176sd7
1/18/2015,1196,5739sd7
1/18/2015,1186,3067sd7
1/18/2015,1186,8855sd7
1/18/2015,1178,4505sd7
1/18/2015,1174,2848sd7
1/18/2015,1171,4835sd7
1/18/2015,1164,8991sd7
1/18/2015,1088,2860sd7
1/18/2015,1052,9472sd7
1/18/2015,1040,5282sd7
1/18/2015,1005,2850sd7
1/18/2015,999,3046sd7
1/18/2015,999,4106sd7
1/18/2015,972,6457sd7
1/18/2015,971,5146sd7
1/18/2015,958,2939sd7
1/18/2015,958,7366sd7
1/18/2015,933,3046sd7
1/18/2015,928,5496sd7
1/18/2015,902,2939sd7
1/18/2015,891,3672sd7
1/18/2015,866,2989sd7
1/18/2015,862,3001sd7
1/18/2015,858,5310sd7
1/18/2015,832,8305sd7
1/18/2015,816,2848sd7
1/18/2015,813,2848sd7
1/18/2015,810,4414sd7
1/18/2015,798,3302sd7
1/18/2015,789,4055sd7
1/18/2015,788,2848sd7
1/18/2015,782,5038sd7
1/18/2015,770,5249sd7
1/18/2015,768,5146sd7
1/18/2015,764,2827sd7
1/18/2015,762,2989sd7
1/18/2015,761,4713sd7
1/18/2015,756,5586sd7
1/18/2015,749,2976sd7
1/18/2015,747,3205sd7
1/18/2015,745,5953sd7
1/18/2015,745,9327sd7
1/18/2015,741,9479sd7
1/18/2015,727,2819sd7
1/18/2015,714,3435sd7
1/18/2015,698,5038sd7
1/18/2015,696,2989sd7
1/18/2015,690,2983sd7
1/18/2015,686,4257sd7
1/18/2015,673,3666sd7
1/18/2015,667,5520sd7
1/18/2015,657,3301sd7
1/18/2015,657,4505sd7
1/18/2015,648,5549sd7
1/18/2015,642,2983sd7
1/18/2015,641,3661sd7
1/18/2015,638,2983sd7
1/18/2015,637,5586sd7
1/18/2015,632,3048sd7
1/18/2015,631,3300sd7
1/18/2015,627,3046sd7
1/18/2015,622,2848sd7
1/18/2015,621,2983sd7
1/18/2015,617,3090sd7
1/18/2015,614,3282sd7
1/18/2015,608,9455sd7
1/18/2015,601,6534sd7
1/18/2015,578,2976sd7
1/18/2015,562,6399sd7
1/18/2015,559,3213sd7
1/18/2015,555,2850sd7
1/18/2015,547,3105sd7
1/18/2015,546,8725sd7
1/18/2015,545,2827sd7
1/18/2015,543,5739sd7
1/18/2015,540,3028sd7
1/18/2015,539,3857sd7
1/18/2015,535,2848sd7
1/18/2015,532,4938sd7
1/18/2015,524,4217sd7
1/18/2015,519,3935sd7
1/18/2015,514,2848sd7
1/18/2015,514,8213sd7
1/18/2015,506,6276sd7
1/18/2015,505,4941sd7
1/18/2015,499,4550sd7
1/18/2015,497,5351sd7
1/18/2015,496,3874sd7
1/18/2015,489,3007sd7
1/18/2015,482,6110sd7
1/18/2015,13279,4795sd7
1/18/2015,4909,7772sd7
1/18/2015,4070,5743sd7
1/18/2015,3589,7758sd7
1/18/2015,3355,7772sd7
1/18/2015,3097,4140sd7
1/18/2015,3063,2983sd7
1/18/2015,2541,2974sd7
1/18/2015,2467,3929sd7
1/18/2015,2454,4245sd7
1/18/2015,2148,2864sd7
1/18/2015,1839,2983sd7
1/18/2015,1732,6226sd7
1/18/2015,1659,3007sd7
1/18/2015,1464,3300sd7
1/18/2015,1424,2989sd7
1/18/2015,1395,5751sd7
1/18/2015,1383,2983sd7
1/18/2015,1381,4331sd7
1/18/2015,1324,5471sd7
1/18/2015,1309,2983sd7
1/18/2015,1213,9479sd7
1/18/2015,1171,5520sd7
1/18/2015,1161,3213sd7
1/18/2015,1145,4505sd7
1/18/2015,1135,2848sd7
1/18/2015,1117,6989sd7
1/18/2015,1103,5258sd7
1/18/2015,1022,3300sd7
1/18/2015,991,5024sd7
1/18/2015,990,9017sd7
1/18/2015,957,3743sd7
1/18/2015,953,7761sd7
1/18/2015,951,4505sd7
1/18/2015,926,3862sd7
1/18/2015,920,6399sd7
1/18/2015,913,2848sd7
1/18/2015,883,5133sd7
1/18/2015,869,6276sd7
1/18/2015,867,5739sd7
1/18/2015,831,2827sd7
1/18/2015,826,3569sd7
1/18/2015,820,6399sd7
1/18/2015,809,2819sd7
1/18/2015,805,2989sd7
1/18/2015,802,3857sd7
1/18/2015,792,5520sd7
1/18/2015,777,3378sd7
1/18/2015,767,5146sd7
1/18/2015,766,3300sd7
1/18/2015,760,5549sd7
1/18/2015,758,3213sd7
1/18/2015,740,3046sd7
1/18/2015,734,3067sd7
1/18/2015,714,5496sd7
1/18/2015,711,2848sd7
1/18/2015,711,5743sd7
1/18/2015,687,3046sd7
1/18/2015,686,5038sd7
1/18/2015,664,8855sd7
1/18/2015,663,3046sd7
1/18/2015,658,4289sd7
1/18/2015,657,2848sd7
1/18/2015,643,3105sd7
1/18/2015,636,5038sd7
1/18/2015,633,2848sd7
1/18/2015,600,5586sd7
1/18/2015,593,7018sd7
1/18/2015,593,3245sd7
1/18/2015,559,4055sd7
1/18/2015,552,8305sd7
1/18/2015,550,6989sd7
1/18/2015,540,2848sd7
1/18/2015,531,2848sd7
1/18/2015,526,8991sd7
1/18/2015,524,2827sd7
1/18/2015,524,4550sd7
1/18/2015,523,4217sd7
1/18/2015,509,2848sd7
1/18/2015,508,2848sd7
1/18/2015,506,4713sd7
1/18/2015,504,2989sd7
1/18/2015,502,4293sd7
1/18/2015,500,6989sd7
1/18/2015,486,9481sd7
1/18/2015,474,2983sd7
1/18/2015,469,8752sd7
1/18/2015,458,6457sd7
1/18/2015,458,3857sd7
1/18/2015,453,6399sd7
1/18/2015,452,3886sd7
1/18/2015,452,5414sd7
1/18/2015,448,3390sd7
1/18/2015,441,2860sd7
1/18/2015,434,3090sd7
1/18/2015,430,5953sd7
1/18/2015,423,3455sd7
1/18/2015,417,7670sd7
1/18/2015,415,5146sd7
1/18/2015,412,4381sd7
1/18/2015,408,2827sd7
1/18/2015,405,2976sd7
1/18/2015,400,5531sd7
1/18/2015,396,3282sd7
1/18/2015,396,4938sd7
1/18/2015,396,2827sd7
1/18/2015,396,5282sd7
1/18/2015,392,6989sd7
1/18/2015,389,6989sd7
1/18/2015,387,6989sd7
1/18/2015,383,2963sd7
1/18/2015,379,3007sd7
1/18/2015,374,6989sd7
1/18/2015,368,3301sd7
1/18/2015,366,2989sd7
1/18/2015,364,3666sd7
1/18/2015,354,4941sd7
1/18/2015,352,3213sd7
1/18/2015,351,3067sd7
1/18/2015,349,2848sd7
1/18/2015,348,2848sd7
1/18/2015,348,2848sd7
1/18/2015,348,4024sd7
1/18/2015,346,6607sd7
1/18/2015,346,3641sd7
1/18/2015,344,3302sd7
1/18/2015,344,6989sd7
1/18/2015,342,3020sd7
1/18/2015,342,4106sd7
1/18/2015,336,3886sd7
1/18/2015,336,2989sd7
1/18/2015,335,2983sd7
1/18/2015,333,2983sd7
1/18/2015,330,2983sd7
1/18/2015,329,5351sd7
1/18/2015,328,5766sd7
1/18/2015,327,3661sd7
1/18/2015,327,7898sd7
1/18/2015,326,3300sd7
1/18/2015,324,4257sd7
1/18/2015,323,6989sd7
1/18/2015,320,2983sd7
1/18/2015,317,6110sd7
1/18/2015,317,4597sd7
1/18/2015,316,2848sd7
1/18/2015,316,6685sd7
1/18/2015,316,6989sd7
1/18/2015,313,4835sd7
1/18/2015,311,2827sd7
1/18/2015,309,5586sd7
1/17/2015,12383,4795sd7
1/17/2015,9160,2864sd7
1/17/2015,8631,2983sd7
1/17/2015,8553,5471sd7
1/17/2015,6447,9238sd7
1/17/2015,5783,4597sd7
1/17/2015,5406,7758sd7
1/17/2015,5299,7772sd7
1/17/2015,5221,4140sd7
1/17/2015,4897,9017sd7
1/17/2015,4822,5743sd7
1/17/2015,4651,2974sd7
1/17/2015,4447,7772sd7
1/17/2015,4213,9509sd7
1/17/2015,3534,5258sd7
1/17/2015,3470,4245sd7
1/17/2015,3262,9317sd7
1/17/2015,2918,2858sd7
1/17/2015,2800,7670sd7
1/17/2015,2731,3300sd7
1/17/2015,2642,7176sd7
1/17/2015,2562,2989sd7
1/17/2015,2355,3007sd7
1/17/2015,2317,3862sd7
1/17/2015,2286,2983sd7
1/17/2015,2210,6858sd7
1/17/2015,2206,3929sd7
1/17/2015,2151,5751sd7
1/17/2015,2084,2848sd7
1/17/2015,2014,3300sd7
1/17/2015,1980,9481sd7
1/17/2015,1936,2848sd7
1/17/2015,1895,5549sd7
1/17/2015,1885,8752sd7
1/17/2015,1873,2848sd7
1/17/2015,1821,6226sd7
1/17/2015,1813,3378sd7
1/17/2015,1801,3213sd7
1/17/2015,1717,5146sd7
1/17/2015,1618,3743sd7
1/17/2015,1584,3569sd7
1/17/2015,1576,4293sd7
1/17/2015,1546,2848sd7
1/17/2015,1530,2827sd7
1/17/2015,1517,3300sd7
1/17/2015,1493,5024sd7
1/17/2015,1429,4381sd7
1/17/2015,1399,5133sd7
1/17/2015,1387,4331sd7
1/17/2015,1377,6386sd7
1/17/2015,1372,6607sd7
1/17/2015,1358,9327sd7
1/17/2015,1348,9327sd7
1/17/2015,1336,3245sd7
1/17/2015,1324,7761sd7
1/17/2015,1323,2848sd7
1/17/2015,1302,5739sd7
1/17/2015,1269,2848sd7
1/17/2015,1233,5743sd7
1/17/2015,1224,4835sd7
1/17/2015,1221,2850sd7
1/17/2015,1197,8855sd7
1/17/2015,1157,4505sd7
1/17/2015,1149,2860sd7
1/17/2015,1148,8991sd7
1/17/2015,1138,5146sd7
1/17/2015,1121,4106sd7
1/17/2015,1099,2989sd7
1/17/2015,1089,2848sd7
1/17/2015,1088,6457sd7
1/17/2015,1058,3067sd7
1/17/2015,1025,4178sd7
1/17/2015,1017,7366sd7
1/17/2015,1004,2939sd7
1/17/2015,973,3046sd7
1/17/2015,964,5310sd7
1/17/2015,957,8824sd7
1/17/2015,950,2850sd7
1/17/2015,909,3001sd7
1/17/2015,882,2989sd7
1/17/2015,871,5249sd7
1/17/2015,855,3302sd7
1/17/2015,854,2939sd7
1/17/2015,845,5586sd7
1/17/2015,840,2848sd7
1/17/2015,827,3205sd7
1/17/2015,812,2976sd7
1/17/2015,800,5953sd7
1/17/2015,789,4505sd7
1/17/2015,784,5520sd7
1/17/2015,768,3666sd7
1/17/2015,765,8305sd7
1/17/2015,762,4055sd7
1/17/2015,761,9472sd7
1/17/2015,759,2989sd7
1/17/2015,755,2819sd7
1/17/2015,747,3046sd7
1/17/2015,744,5038sd7
1/17/2015,743,5282sd7
1/17/2015,738,8725sd7
1/17/2015,735,5146sd7
1/17/2015,732,2848sd7
1/17/2015,729,3435sd7
1/17/2015,698,4713sd7
1/17/2015,697,5549sd7
1/17/2015,682,2848sd7
1/17/2015,680,4257sd7
1/17/2015,679,5496sd7
1/17/2015,678,2983sd7
1/17/2015,665,5586sd7
1/17/2015,661,3672sd7
1/17/2015,649,9455sd7
1/17/2015,646,2983sd7
1/17/2015,635,4414sd7
1/17/2015,633,2983sd7
1/17/2015,632,3046sd7
1/17/2015,628,6534sd7
1/17/2015,615,4835sd7
1/17/2015,615,3300sd7
1/17/2015,608,3301sd7
1/17/2015,601,6399sd7
1/17/2015,595,5739sd7
1/17/2015,588,2848sd7
1/17/2015,582,2827sd7
1/17/2015,565,4550sd7
1/17/2015,564,3874sd7
1/17/2015,550,2827sd7
1/17/2015,545,3213sd7
1/17/2015,545,9175sd7
1/17/2015,540,2983sd7
1/17/2015,539,3090sd7
1/17/2015,539,9479sd7
1/17/2015,535,3661sd7
1/17/2015,526,5351sd7
1/17/2015,526,3888sd7
1/17/2015,521,5271sd7
1/17/2015,520,4816sd7
1/17/2015,519,3857sd7
1/17/2015,510,4289sd7
1/17/2015,503,3048sd7
1/17/2015,503,3245sd7
1/17/2015,497,3641sd7
1/17/2015,492,3067sd7
1/17/2015,483,4941sd7
1/17/2015,482,2848sd7
1/17/2015,480,7749sd7
1/17/2015,477,3935sd7
1/17/2015,476,4383sd7
1/17/2015,476,5038sd7
1/17/2015,475,3435sd7
1/17/2015,12988,4795sd7
1/17/2015,5083,7772sd7
1/17/2015,3828,5743sd7
1/17/2015,3416,7758sd7
1/17/2015,3302,7772sd7
1/17/2015,3140,2983sd7
1/17/2015,3108,4140sd7
1/17/2015,2673,3929sd7
1/17/2015,2438,2974sd7
1/17/2015,2308,4245sd7
1/17/2015,1968,2864sd7
1/17/2015,1660,2983sd7
1/17/2015,1651,3007sd7
1/17/2015,1613,6226sd7
1/17/2015,1533,3300sd7
1/17/2015,1438,2983sd7
1/17/2015,1376,2983sd7
1/17/2015,1367,5471sd7
1/17/2015,1357,2989sd7
1/17/2015,1276,4331sd7
1/17/2015,1260,2848sd7
1/17/2015,1253,9479sd7
1/17/2015,1234,5751sd7
1/17/2015,1127,5520sd7
1/17/2015,1094,5258sd7
1/17/2015,1080,4505sd7
1/17/2015,1022,9017sd7
1/17/2015,1003,2848sd7
1/17/2015,984,3862sd7
1/17/2015,982,3300sd7
1/17/2015,971,5743sd7
1/17/2015,949,7761sd7
1/17/2015,945,4505sd7
1/17/2015,944,6989sd7
1/17/2015,938,3743sd7
1/17/2015,937,3213sd7
1/17/2015,909,5739sd7
1/17/2015,900,5024sd7
1/17/2015,884,2827sd7
1/17/2015,859,3378sd7
1/17/2015,832,6276sd7
1/17/2015,823,5520sd7
1/17/2015,817,2848sd7
1/17/2015,803,3300sd7
1/17/2015,803,3857sd7
1/17/2015,791,3213sd7
1/17/2015,777,6399sd7
1/17/2015,773,3046sd7
1/17/2015,767,3067sd7
1/17/2015,760,5133sd7
1/17/2015,747,3046sd7
1/17/2015,712,2848sd7
1/17/2015,709,2989sd7
1/17/2015,697,5038sd7
1/17/2015,693,5549sd7
1/17/2015,689,7018sd7
1/17/2015,687,3569sd7
1/17/2015,684,3046sd7
1/17/2015,683,8855sd7
1/17/2015,676,4289sd7
1/17/2015,675,2819sd7
1/17/2015,669,5146sd7
1/17/2015,668,5038sd7
1/17/2015,655,3105sd7
1/17/2015,620,8752sd7
1/17/2015,607,5496sd7
1/17/2015,591,2848sd7
1/17/2015,585,6399sd7
1/17/2015,576,2989sd7
1/17/2015,563,2848sd7
1/17/2015,559,4713sd7
1/17/2015,555,2848sd7
1/17/2015,551,3245sd7
1/17/2015,548,2827sd7
1/17/2015,535,3390sd7
1/17/2015,527,4293sd7
1/17/2015,527,2963sd7
1/17/2015,521,4055sd7
1/17/2015,521,4550sd7
1/17/2015,507,5586sd7
1/17/2015,502,7670sd7
1/17/2015,502,6989sd7
1/17/2015,500,9481sd7
1/17/2015,499,5953sd7
1/17/2015,493,2989sd7
1/17/2015,486,8305sd7
1/17/2015,475,6457sd7
1/17/2015,469,2848sd7
1/17/2015,469,6989sd7
1/17/2015,468,4217sd7
1/17/2015,464,5414sd7
1/17/2015,461,8991sd7
1/17/2015,439,6989sd7
1/17/2015,436,2983sd7
1/17/2015,426,6989sd7
1/17/2015,421,2860sd7
1/17/2015,421,4381sd7
1/17/2015,415,3090sd7
1/17/2015,414,3282sd7
1/17/2015,409,3857sd7
1/17/2015,400,8339sd7
1/17/2015,397,4257sd7
1/17/2015,393,2983sd7
1/17/2015,393,2827sd7
1/17/2015,391,2848sd7
1/17/2015,384,2976sd7
1/17/2015,383,6607sd7
1/17/2015,381,3886sd7
1/17/2015,379,4941sd7
1/17/2015,376,5038sd7
1/17/2015,372,3301sd7
1/17/2015,368,3666sd7
1/17/2015,363,4106sd7
1/17/2015,362,2848sd7
1/17/2015,361,4938sd7
1/17/2015,344,2827sd7
1/17/2015,342,2848sd7
1/17/2015,342,3641sd7
1/17/2015,334,3046sd7
1/17/2015,332,3299sd7
1/17/2015,331,3455sd7
1/17/2015,327,4597sd7
1/17/2015,326,3138sd7
1/17/2015,323,5146sd7
1/17/2015,320,3874sd7
1/17/2015,319,6989sd7
1/17/2015,318,6110sd7
1/17/2015,313,2827sd7
1/17/2015,313,6989sd7
1/17/2015,312,2848sd7
1/17/2015,311,2983sd7
1/17/2015,309,5531sd7
1/17/2015,308,3067sd7
1/17/2015,308,2858sd7
1/17/2015,307,6399sd7
1/17/2015,305,2848sd7
1/17/2015,305,7859sd7
1/17/2015,303,5586sd7
1/17/2015,300,3468sd7
1/17/2015,298,7898sd7
1/17/2015,297,8706sd7
1/17/2015,295,3661sd7
1/17/2015,294,3007sd7
1/17/2015,294,6989sd7
1/17/2015,292,9238sd7
1/17/2015,291,3048sd7
1/17/2015,291,2989sd7
1/17/2015,291,5739sd7
1/17/2015,289,4318sd7
1/17/2015,288,3007sd7
1/16/2015,10673,4795sd7
1/16/2015,8018,2864sd7
1/16/2015,7940,5471sd7
1/16/2015,7064,2983sd7
1/16/2015,5977,9062sd7
1/16/2015,5389,4776sd7
1/16/2015,5191,9238sd7
1/16/2015,4537,4140sd7
1/16/2015,4438,7772sd7
1/16/2015,4077,2974sd7
1/16/2015,3948,7758sd7
1/16/2015,3866,7772sd7
1/16/2015,3747,9509sd7
