date,revenue,firm
12/28/2014,2515,3007sd7
12/28/2014,2514,2848sd7
12/28/2014,2507,2860sd7
12/28/2014,2504,3300sd7
12/28/2014,2437,5146sd7
12/28/2014,2376,4293sd7
12/28/2014,2290,2983sd7
12/28/2014,2241,4505sd7
12/28/2014,2219,4381sd7
12/28/2014,2213,7653sd7
12/28/2014,2190,5586sd7
12/28/2014,2185,3300sd7
12/28/2014,2159,6226sd7
12/28/2014,2146,2848sd7
12/28/2014,2137,2848sd7
12/28/2014,2107,2848sd7
12/28/2014,2069,2850sd7
12/28/2014,1967,5133sd7
12/28/2014,1931,2848sd7
12/28/2014,1876,3176sd7
12/28/2014,1845,2827sd7
12/28/2014,1834,4331sd7
12/28/2014,1825,3213sd7
12/28/2014,1781,4178sd7
12/28/2014,1708,6607sd7
12/28/2014,1600,3300sd7
12/28/2014,1568,3001sd7
12/28/2014,1508,2819sd7
12/28/2014,1494,2848sd7
12/28/2014,1475,2976sd7
12/28/2014,1468,3245sd7
12/28/2014,1454,8855sd7
12/28/2014,1446,7366sd7
12/28/2014,1443,5520sd7
12/28/2014,1402,5146sd7
12/28/2014,1370,3672sd7
12/28/2014,1331,8991sd7
12/28/2014,1329,9448sd7
12/28/2014,1235,5038sd7
12/28/2014,1231,8305sd7
12/28/2014,1228,3046sd7
12/28/2014,1204,3302sd7
12/28/2014,1190,5549sd7
12/28/2014,1182,2848sd7
12/28/2014,1182,2989sd7
12/28/2014,1165,2989sd7
12/28/2014,1155,5146sd7
12/28/2014,1141,2850sd7
12/28/2014,1139,4472sd7
12/28/2014,1135,2983sd7
12/28/2014,1130,3211sd7
12/28/2014,1092,4055sd7
12/28/2014,1088,5545sd7
12/28/2014,1081,2983sd7
12/28/2014,1071,5496sd7
12/28/2014,1065,9304sd7
12/28/2014,1038,3300sd7
12/28/2014,1037,2848sd7
12/28/2014,1035,2989sd7
12/28/2014,1031,2848sd7
12/28/2014,1027,5586sd7
12/28/2014,1025,3664sd7
12/28/2014,1024,5739sd7
12/28/2014,1020,3067sd7
12/28/2014,1018,4941sd7
12/28/2014,1014,4597sd7
12/28/2014,1005,3048sd7
12/28/2014,997,2850sd7
12/28/2014,994,5743sd7
12/28/2014,986,2848sd7
12/28/2014,968,7859sd7
12/28/2014,961,6650sd7
12/28/2014,960,2983sd7
12/28/2014,938,2848sd7
12/28/2014,933,2850sd7
12/28/2014,932,4257sd7
12/28/2014,932,3029sd7
12/28/2014,927,5038sd7
12/28/2014,895,7761sd7
12/28/2014,887,4835sd7
12/28/2014,883,5271sd7
12/28/2014,881,3001sd7
12/28/2014,878,3743sd7
12/28/2014,877,4505sd7
12/28/2014,870,3641sd7
12/28/2014,870,7121sd7
12/28/2014,868,4472sd7
12/28/2014,855,3723sd7
12/28/2014,847,8752sd7
12/28/2014,832,5586sd7
12/28/2014,828,2963sd7
12/28/2014,819,2983sd7
12/28/2014,796,3558sd7
12/28/2014,796,3212sd7
12/28/2014,789,5351sd7
12/28/2014,788,4816sd7
12/28/2014,786,4713sd7
12/28/2014,784,4490sd7
12/28/2014,780,5038sd7
12/28/2014,778,2848sd7
12/28/2014,776,5430sd7
12/28/2014,771,3301sd7
12/28/2014,768,3090sd7
12/28/2014,746,5249sd7
12/28/2014,739,2848sd7
12/28/2014,739,7859sd7
12/28/2014,736,4531sd7
12/28/2014,735,2939sd7
12/28/2014,733,2848sd7
12/28/2014,721,7176sd7
12/28/2014,716,6399sd7
12/28/2014,704,3001sd7
12/28/2014,703,3929sd7
12/28/2014,689,9402sd7
12/28/2014,688,3874sd7
12/28/2014,21205,4795sd7
12/28/2014,8791,2983sd7
12/28/2014,6757,7772sd7
12/28/2014,5357,3929sd7
12/28/2014,5248,2974sd7
12/28/2014,5030,4245sd7
12/28/2014,4675,7772sd7
12/28/2014,4413,4140sd7
12/28/2014,4200,8305sd7
12/28/2014,4179,2983sd7
12/28/2014,4177,3874sd7
12/28/2014,3714,2827sd7
12/28/2014,3390,4505sd7
12/28/2014,2813,2848sd7
12/28/2014,2626,2989sd7
12/28/2014,2454,3569sd7
12/28/2014,2357,5953sd7
12/28/2014,2249,3862sd7
12/28/2014,2211,5024sd7
12/28/2014,2182,3001sd7
12/28/2014,2164,5520sd7
12/28/2014,2053,2983sd7
12/28/2014,2038,3007sd7
12/28/2014,2033,5520sd7
12/28/2014,1990,3245sd7
12/28/2014,1988,5751sd7
12/28/2014,1970,2864sd7
12/28/2014,1913,3300sd7
12/28/2014,1905,5258sd7
12/28/2014,1883,2848sd7
12/28/2014,1845,6226sd7
12/28/2014,1737,4331sd7
12/28/2014,1587,2819sd7
12/28/2014,1567,2848sd7
12/28/2014,1552,3300sd7
12/28/2014,1513,2983sd7
12/28/2014,1406,5586sd7
12/28/2014,1307,2860sd7
12/28/2014,1262,5133sd7
12/28/2014,1256,2983sd7
12/28/2014,1236,3176sd7
12/28/2014,1234,2983sd7
12/28/2014,1207,2983sd7
12/28/2014,1201,5549sd7
12/28/2014,1197,2848sd7
12/28/2014,1187,7653sd7
12/28/2014,1179,2848sd7
12/28/2014,1170,3046sd7
12/28/2014,1169,6399sd7
12/28/2014,1166,2827sd7
12/28/2014,1161,5146sd7
12/28/2014,1149,2983sd7
12/28/2014,1121,3300sd7
12/28/2014,1116,3857sd7
12/28/2014,1101,2848sd7
12/28/2014,1094,3378sd7
12/28/2014,1093,3300sd7
12/28/2014,1079,3641sd7
12/28/2014,1054,4941sd7
12/28/2014,1045,8339sd7
12/28/2014,1036,3213sd7
12/28/2014,1005,9017sd7
12/28/2014,972,4293sd7
12/28/2014,971,2848sd7
12/28/2014,970,3067sd7
12/28/2014,953,2989sd7
12/28/2014,953,3245sd7
12/28/2014,952,7761sd7
12/28/2014,935,4505sd7
12/28/2014,933,3046sd7
12/28/2014,894,4106sd7
12/28/2014,857,3029sd7
12/28/2014,850,6399sd7
12/28/2014,842,2850sd7
12/28/2014,832,2989sd7
12/28/2014,827,2976sd7
12/28/2014,822,5496sd7
12/28/2014,821,2848sd7
12/28/2014,806,8855sd7
12/28/2014,801,3857sd7
12/28/2014,793,5038sd7
12/28/2014,780,5766sd7
12/28/2014,774,4055sd7
12/28/2014,774,4816sd7
12/28/2014,737,4381sd7
12/28/2014,736,2989sd7
12/28/2014,730,2848sd7
12/28/2014,719,6276sd7
12/28/2014,712,4490sd7
12/28/2014,666,9479sd7
12/28/2014,649,5038sd7
12/28/2014,647,5414sd7
12/28/2014,640,3105sd7
12/28/2014,636,2848sd7
12/28/2014,626,2848sd7
12/28/2014,621,3245sd7
12/28/2014,616,2827sd7
12/28/2014,605,2850sd7
12/28/2014,605,5586sd7
12/28/2014,605,2963sd7
12/28/2014,603,3886sd7
12/28/2014,602,4713sd7
12/28/2014,597,5146sd7
12/28/2014,597,3176sd7
12/28/2014,592,3007sd7
12/28/2014,591,8991sd7
12/28/2014,582,6989sd7
12/28/2014,565,2858sd7
12/28/2014,563,3282sd7
12/28/2014,556,3245sd7
12/28/2014,554,3090sd7
12/28/2014,552,3886sd7
12/28/2014,546,8305sd7
12/28/2014,544,5531sd7
12/28/2014,541,7018sd7
12/28/2014,539,5743sd7
12/28/2014,528,6685sd7
12/28/2014,526,4356sd7
12/28/2014,519,5351sd7
12/28/2014,509,4938sd7
12/28/2014,507,5146sd7
12/28/2014,501,3301sd7
12/28/2014,496,3390sd7
12/28/2014,496,3001sd7
12/28/2014,496,2976sd7
12/28/2014,491,2848sd7
12/28/2014,486,4178sd7
12/28/2014,485,7121sd7
12/28/2014,475,5743sd7
12/28/2014,473,4217sd7
12/28/2014,473,5739sd7
12/28/2014,472,2848sd7
12/28/2014,471,3302sd7
12/28/2014,464,2989sd7
12/28/2014,462,4058sd7
12/28/2014,459,3007sd7
12/28/2014,458,3048sd7
12/28/2014,457,3067sd7
12/28/2014,457,6607sd7
12/28/2014,454,2850sd7
12/28/2014,451,3300sd7
12/28/2014,450,5038sd7
12/28/2014,448,2848sd7
12/28/2014,445,3020sd7
12/28/2014,444,4257sd7
12/28/2014,442,7709sd7
12/28/2014,441,3661sd7
12/28/2014,435,2983sd7
12/28/2014,433,9110sd7
12/28/2014,424,6989sd7
12/27/2014,28325,4795sd7
12/27/2014,11413,6858sd7
12/27/2014,10661,2983sd7
12/27/2014,9088,4245sd7
12/27/2014,8257,3874sd7
12/27/2014,6905,7772sd7
12/27/2014,6859,8305sd7
12/27/2014,6455,3929sd7
12/27/2014,6288,2827sd7
12/27/2014,5047,4140sd7
12/27/2014,5031,8305sd7
12/27/2014,4615,5258sd7
12/27/2014,4400,7772sd7
12/27/2014,4155,3862sd7
12/27/2014,3959,2974sd7
12/27/2014,3744,5953sd7
12/27/2014,3723,7653sd7
12/27/2014,3684,3300sd7
12/27/2014,3439,3569sd7
12/27/2014,3412,9327sd7
12/27/2014,3374,2848sd7
12/27/2014,3255,2983sd7
12/27/2014,3228,3001sd7
12/27/2014,3160,2858sd7
12/27/2014,3155,2989sd7
12/27/2014,3123,5024sd7
12/27/2014,3096,4106sd7
12/27/2014,3014,3378sd7
12/27/2014,3009,5586sd7
12/27/2014,2970,9463sd7
12/27/2014,2871,5751sd7
12/27/2014,2842,3300sd7
12/27/2014,2705,2848sd7
12/27/2014,2699,5549sd7
12/27/2014,2606,3007sd7
12/27/2014,2482,2983sd7
12/27/2014,2358,6226sd7
12/27/2014,2310,4293sd7
12/27/2014,2289,2850sd7
12/27/2014,2285,5146sd7
12/27/2014,2272,3245sd7
12/27/2014,2207,2860sd7
12/27/2014,2188,3300sd7
12/27/2014,2105,4178sd7
12/27/2014,2103,4381sd7
12/27/2014,2055,2848sd7
12/27/2014,2053,3213sd7
12/27/2014,1967,2827sd7
12/27/2014,1957,2848sd7
12/27/2014,1935,4505sd7
12/27/2014,1901,5133sd7
12/27/2014,1839,3176sd7
12/27/2014,1823,2848sd7
12/27/2014,1822,2848sd7
12/27/2014,1813,8991sd7
12/27/2014,1771,2864sd7
12/27/2014,1751,3001sd7
12/27/2014,1740,9304sd7
12/27/2014,1690,2983sd7
12/27/2014,1683,3300sd7
12/27/2014,1649,2848sd7
12/27/2014,1578,4331sd7
12/27/2014,1549,4597sd7
12/27/2014,1518,2976sd7
12/27/2014,1508,9017sd7
12/27/2014,1473,5146sd7
12/27/2014,1439,8855sd7
12/27/2014,1430,4404sd7
12/27/2014,1366,6607sd7
12/27/2014,1353,3176sd7
12/27/2014,1333,3245sd7
12/27/2014,1326,5586sd7
12/27/2014,1308,2850sd7
12/27/2014,1273,3046sd7
12/27/2014,1269,2848sd7
12/27/2014,1251,5146sd7
12/27/2014,1243,5520sd7
12/27/2014,1236,7176sd7
12/27/2014,1215,5549sd7
12/27/2014,1188,3672sd7
12/27/2014,1181,3302sd7
12/27/2014,1176,2989sd7
12/27/2014,1127,2848sd7
12/27/2014,1127,5310sd7
12/27/2014,1110,7366sd7
12/27/2014,1109,2819sd7
12/27/2014,1100,2989sd7
12/27/2014,1079,4257sd7
12/27/2014,1066,6650sd7
12/27/2014,1048,2848sd7
12/27/2014,1034,4941sd7
12/27/2014,1028,3664sd7
12/27/2014,1013,2848sd7
12/27/2014,1007,2989sd7
12/27/2014,997,2983sd7
12/27/2014,996,5545sd7
12/27/2014,993,3048sd7
12/27/2014,983,4835sd7
12/27/2014,979,2848sd7
12/27/2014,977,5586sd7
12/27/2014,969,9448sd7
12/27/2014,962,4055sd7
12/27/2014,954,5038sd7
12/27/2014,923,3723sd7
12/27/2014,896,5249sd7
12/27/2014,889,2850sd7
12/27/2014,885,3029sd7
12/27/2014,878,4472sd7
12/27/2014,873,3641sd7
12/27/2014,865,5743sd7
12/27/2014,845,4414sd7
12/27/2014,844,2850sd7
12/27/2014,841,3300sd7
12/27/2014,812,5351sd7
12/27/2014,811,2848sd7
12/27/2014,811,5271sd7
12/27/2014,810,5496sd7
12/27/2014,809,7761sd7
12/27/2014,808,9175sd7
12/27/2014,806,5739sd7
12/27/2014,753,5743sd7
12/27/2014,751,5031sd7
12/27/2014,751,2983sd7
12/27/2014,746,2983sd7
12/27/2014,744,2976sd7
12/27/2014,685,5038sd7
12/27/2014,684,3743sd7
12/27/2014,683,3067sd7
12/27/2014,675,4816sd7
12/27/2014,671,2848sd7
12/27/2014,671,9238sd7
12/27/2014,669,4505sd7
12/27/2014,668,2827sd7
12/27/2014,667,3001sd7
12/27/2014,651,5430sd7
12/27/2014,640,3301sd7
12/27/2014,636,6399sd7
12/27/2014,634,2939sd7
12/27/2014,633,4713sd7
12/27/2014,629,3001sd7
12/27/2014,626,4938sd7
12/27/2014,625,4816sd7
12/27/2014,624,2983sd7
12/27/2014,623,3212sd7
12/27/2014,622,2963sd7
12/27/2014,615,5738sd7
12/27/2014,609,4852sd7
12/27/2014,601,2848sd7
12/27/2014,592,3213sd7
12/27/2014,591,5761sd7
12/27/2014,33241,4795sd7
12/27/2014,15026,2983sd7
12/27/2014,12161,7772sd7
12/27/2014,11481,4245sd7
12/27/2014,11331,3929sd7
12/27/2014,10054,2827sd7
12/27/2014,8163,7772sd7
12/27/2014,7552,2983sd7
12/27/2014,6608,3862sd7
12/27/2014,6579,2974sd7
12/27/2014,6465,8305sd7
12/27/2014,6124,4140sd7
12/27/2014,5293,5953sd7
12/27/2014,4557,3874sd7
12/27/2014,4140,4505sd7
12/27/2014,4128,2848sd7
12/27/2014,3723,3245sd7
12/27/2014,3401,5024sd7
12/27/2014,3306,2848sd7
12/27/2014,3103,3569sd7
12/27/2014,3080,3007sd7
12/27/2014,2828,2983sd7
12/27/2014,2809,5258sd7
12/27/2014,2644,2989sd7
12/27/2014,2592,3300sd7
12/27/2014,2555,6226sd7
12/27/2014,2505,3001sd7
12/27/2014,2474,2819sd7
12/27/2014,2473,5520sd7
12/27/2014,2413,3300sd7
12/27/2014,2324,5751sd7
12/27/2014,2166,5520sd7
12/27/2014,2054,5586sd7
12/27/2014,1939,2983sd7
12/27/2014,1885,4331sd7
12/27/2014,1878,2848sd7
12/27/2014,1821,2848sd7
12/27/2014,1718,2983sd7
12/27/2014,1694,5133sd7
12/27/2014,1557,8305sd7
12/27/2014,1553,3046sd7
12/27/2014,1546,5146sd7
12/27/2014,1530,2864sd7
12/27/2014,1525,3300sd7
12/27/2014,1483,2860sd7
12/27/2014,1478,8339sd7
12/27/2014,1472,5549sd7
12/27/2014,1468,3378sd7
12/27/2014,1464,6399sd7
12/27/2014,1461,3176sd7
12/27/2014,1422,3300sd7
12/27/2014,1390,3213sd7
12/27/2014,1389,4941sd7
12/27/2014,1356,7761sd7
12/27/2014,1345,2827sd7
12/27/2014,1338,2848sd7
12/27/2014,1321,2983sd7
12/27/2014,1290,3245sd7
12/27/2014,1284,3641sd7
12/27/2014,1257,2983sd7
12/27/2014,1252,2848sd7
12/27/2014,1250,4293sd7
12/27/2014,1248,4505sd7
12/27/2014,1247,3857sd7
12/27/2014,1237,3046sd7
12/27/2014,1212,3176sd7
12/27/2014,1188,2976sd7
12/27/2014,1172,2848sd7
12/27/2014,1145,2983sd7
12/27/2014,1128,2989sd7
12/27/2014,1106,3067sd7
12/27/2014,1083,8855sd7
12/27/2014,1050,2850sd7
12/27/2014,1044,7653sd7
12/27/2014,1035,6276sd7
12/27/2014,1029,4055sd7
12/27/2014,1014,5496sd7
12/27/2014,1009,4381sd7
12/27/2014,990,2850sd7
12/27/2014,979,2989sd7
12/27/2014,963,3029sd7
12/27/2014,960,5743sd7
12/27/2014,953,2848sd7
12/27/2014,941,6399sd7
12/27/2014,929,2963sd7
12/27/2014,926,8991sd7
12/27/2014,925,2848sd7
12/27/2014,915,2989sd7
12/27/2014,907,4490sd7
12/27/2014,883,3857sd7
12/27/2014,877,4106sd7
12/27/2014,875,5586sd7
12/27/2014,852,3245sd7
12/27/2014,812,5738sd7
12/27/2014,802,6989sd7
12/27/2014,792,5531sd7
12/27/2014,789,4713sd7
12/27/2014,786,2848sd7
12/27/2014,783,5414sd7
12/27/2014,771,5038sd7
12/27/2014,753,6685sd7
12/27/2014,736,2848sd7
12/27/2014,735,9479sd7
12/27/2014,734,5038sd7
12/27/2014,704,3090sd7
12/27/2014,703,3105sd7
12/27/2014,703,2858sd7
12/27/2014,696,3048sd7
12/27/2014,687,4178sd7
12/27/2014,684,2827sd7
12/27/2014,678,4938sd7
12/27/2014,674,3001sd7
12/27/2014,670,2850sd7
12/27/2014,670,3007sd7
12/27/2014,664,7018sd7
12/27/2014,651,5146sd7
12/27/2014,638,3300sd7
12/27/2014,631,4505sd7
12/27/2014,626,4257sd7
12/27/2014,626,3245sd7
12/27/2014,612,3282sd7
12/27/2014,612,2848sd7
12/27/2014,601,5351sd7
12/27/2014,592,5766sd7
12/27/2014,590,5739sd7
12/27/2014,584,9017sd7
12/27/2014,584,3641sd7
12/27/2014,578,5146sd7
12/27/2014,574,2848sd7
12/27/2014,572,9110sd7
12/27/2014,568,6989sd7
12/27/2014,562,2841sd7
12/27/2014,562,3661sd7
12/27/2014,559,5743sd7
12/27/2014,557,4816sd7
12/27/2014,553,6399sd7
12/27/2014,552,2848sd7
12/27/2014,541,8706sd7
12/27/2014,538,3067sd7
12/27/2014,538,3302sd7
12/27/2014,536,4217sd7
12/27/2014,535,3301sd7
12/27/2014,531,2841sd7
12/27/2014,529,2848sd7
12/27/2014,528,2976sd7
12/27/2014,523,5549sd7
12/27/2014,520,5586sd7
12/27/2014,517,3176sd7
12/27/2014,515,5496sd7
12/27/2014,509,7709sd7
12/26/2014,34068,4795sd7
12/26/2014,10665,6858sd7
12/26/2014,10124,2983sd7
12/26/2014,9370,4245sd7
12/26/2014,9065,3874sd7
12/26/2014,7774,7772sd7
12/26/2014,7619,3929sd7
12/26/2014,7523,8305sd7
12/26/2014,6673,2827sd7
12/26/2014,5849,4140sd7
12/26/2014,5384,7772sd7
12/26/2014,4907,5258sd7
12/26/2014,4773,3862sd7
12/26/2014,4712,8305sd7
12/26/2014,4385,5953sd7
12/26/2014,3976,3300sd7
12/26/2014,3872,2848sd7
12/26/2014,3769,3569sd7
12/26/2014,3671,2974sd7
12/26/2014,3670,2983sd7
12/26/2014,3666,5586sd7
12/26/2014,3642,5024sd7
12/26/2014,3626,3378sd7
12/26/2014,3555,3001sd7
12/26/2014,3480,7653sd7
12/26/2014,3422,4404sd7
12/26/2014,3381,2989sd7
12/26/2014,3309,2858sd7
12/26/2014,3212,5751sd7
12/26/2014,3210,3300sd7
12/26/2014,3026,3007sd7
12/26/2014,2970,5549sd7
12/26/2014,2939,2848sd7
12/26/2014,2915,2983sd7
12/26/2014,2901,6226sd7
12/26/2014,2835,4106sd7
12/26/2014,2797,3245sd7
12/26/2014,2678,2850sd7
12/26/2014,2586,3300sd7
12/26/2014,2584,2860sd7
12/26/2014,2552,4293sd7
12/26/2014,2515,4178sd7
12/26/2014,2497,5146sd7
12/26/2014,2376,3213sd7
12/26/2014,2353,4381sd7
12/26/2014,2281,2827sd7
12/26/2014,2195,2848sd7
12/26/2014,2166,2848sd7
12/26/2014,2151,4505sd7
12/26/2014,2105,4597sd7
12/26/2014,2098,5133sd7
12/26/2014,2076,2976sd7
12/26/2014,2047,2848sd7
12/26/2014,2024,8991sd7
12/26/2014,1992,3176sd7
12/26/2014,1927,2983sd7
12/26/2014,1903,2864sd7
12/26/2014,1853,3300sd7
12/26/2014,1803,2848sd7
12/26/2014,1788,3176sd7
12/26/2014,1787,2848sd7
12/26/2014,1684,9175sd7
12/26/2014,1672,4331sd7
12/26/2014,1605,5586sd7
12/26/2014,1594,6607sd7
12/26/2014,1586,3001sd7
12/26/2014,1574,5549sd7
12/26/2014,1557,5146sd7
12/26/2014,1501,3245sd7
12/26/2014,1501,9327sd7
12/26/2014,1492,2850sd7
12/26/2014,1492,3046sd7
12/26/2014,1481,8855sd7
12/26/2014,1429,9463sd7
12/26/2014,1409,2848sd7
12/26/2014,1407,2848sd7
12/26/2014,1378,3672sd7
12/26/2014,1369,5146sd7
12/26/2014,1365,5310sd7
12/26/2014,1351,2989sd7
12/26/2014,1295,7366sd7
12/26/2014,1291,3302sd7
12/26/2014,1276,4941sd7
12/26/2014,1275,3048sd7
12/26/2014,1243,5520sd7
12/26/2014,1237,6650sd7
12/26/2014,1228,2819sd7
12/26/2014,1218,4055sd7
12/26/2014,1206,9017sd7
12/26/2014,1195,5545sd7
12/26/2014,1179,2848sd7
12/26/2014,1170,5271sd7
12/26/2014,1161,2848sd7
12/26/2014,1157,9238sd7
12/26/2014,1153,5586sd7
12/26/2014,1147,3664sd7
12/26/2014,1146,4257sd7
12/26/2014,1141,2989sd7
12/26/2014,1127,2983sd7
12/26/2014,1072,5743sd7
12/26/2014,1068,5038sd7
12/26/2014,1064,3300sd7
12/26/2014,1042,2989sd7
12/26/2014,1034,3029sd7
12/26/2014,1027,9304sd7
12/26/2014,1015,2848sd7
12/26/2014,1000,7761sd7
12/26/2014,997,3723sd7
12/26/2014,984,3641sd7
12/26/2014,984,2850sd7
12/26/2014,953,5739sd7
12/26/2014,952,5351sd7
12/26/2014,948,2850sd7
12/26/2014,926,5496sd7
12/26/2014,897,2983sd7
12/26/2014,896,5031sd7
12/26/2014,894,4835sd7
12/26/2014,884,4505sd7
12/26/2014,880,2976sd7
12/26/2014,879,2848sd7
12/26/2014,867,7176sd7
12/26/2014,863,2983sd7
12/26/2014,850,6399sd7
12/26/2014,848,3743sd7
12/26/2014,835,5715sd7
12/26/2014,833,5743sd7
12/26/2014,809,2848sd7
12/26/2014,798,2848sd7
12/26/2014,787,5038sd7
12/26/2014,775,3641sd7
12/26/2014,753,3001sd7
12/26/2014,750,2983sd7
12/26/2014,742,4713sd7
12/26/2014,731,2827sd7
12/26/2014,730,3874sd7
12/26/2014,722,2983sd7
12/26/2014,712,3046sd7
12/26/2014,697,3001sd7
12/26/2014,696,5739sd7
12/26/2014,689,4490sd7
12/26/2014,686,5430sd7
12/26/2014,684,2827sd7
12/26/2014,682,4816sd7
12/26/2014,677,2939sd7
12/26/2014,674,3245sd7
12/26/2014,656,2848sd7
12/26/2014,655,5738sd7
12/26/2014,644,3067sd7
12/26/2014,638,3001sd7
12/26/2014,637,3090sd7
12/26/2014,37743,4795sd7
12/26/2014,16257,2983sd7
12/26/2014,15632,7772sd7
12/26/2014,13413,4245sd7
12/26/2014,12980,3929sd7
12/26/2014,10782,2827sd7
12/26/2014,9895,7772sd7
12/26/2014,8824,2983sd7
12/26/2014,7909,3862sd7
12/26/2014,7050,4140sd7
12/26/2014,7008,8305sd7
12/26/2014,6480,2848sd7
12/26/2014,5865,5953sd7
12/26/2014,5388,2974sd7
12/26/2014,5176,3874sd7
12/26/2014,4443,3245sd7
12/26/2014,4425,2848sd7
12/26/2014,4058,4505sd7
12/26/2014,3892,5024sd7
12/26/2014,3743,3007sd7
12/26/2014,3316,3569sd7
12/26/2014,3255,5258sd7
12/26/2014,3185,3300sd7
12/26/2014,3110,2983sd7
12/26/2014,2984,6226sd7
12/26/2014,2894,2989sd7
12/26/2014,2696,3300sd7
12/26/2014,2652,5520sd7
12/26/2014,2650,3001sd7
12/26/2014,2608,5751sd7
12/26/2014,2599,5586sd7
12/26/2014,2441,2819sd7
12/26/2014,2331,5520sd7
12/26/2014,2205,2983sd7
12/26/2014,2201,4331sd7
12/26/2014,2049,3046sd7
12/26/2014,2027,3300sd7
12/26/2014,2021,3378sd7
12/26/2014,2006,5133sd7
12/26/2014,1994,2848sd7
12/26/2014,1935,2848sd7
12/26/2014,1924,2983sd7
12/26/2014,1894,8339sd7
12/26/2014,1792,3176sd7
12/26/2014,1777,5146sd7
12/26/2014,1738,5549sd7
12/26/2014,1726,3300sd7
12/26/2014,1621,2864sd7
12/26/2014,1610,4941sd7
12/26/2014,1601,2976sd7
12/26/2014,1568,2848sd7
12/26/2014,1564,2827sd7
12/26/2014,1555,3213sd7
12/26/2014,1515,4293sd7
12/26/2014,1511,3245sd7
12/26/2014,1508,7761sd7
12/26/2014,1495,2860sd7
12/26/2014,1467,6399sd7
12/26/2014,1453,3857sd7
12/26/2014,1431,8305sd7
12/26/2014,1413,2983sd7
12/26/2014,1383,4505sd7
12/26/2014,1383,5496sd7
12/26/2014,1360,2848sd7
12/26/2014,1333,3046sd7
12/26/2014,1326,2983sd7
12/26/2014,1326,2989sd7
12/26/2014,1298,2848sd7
12/26/2014,1278,3641sd7
12/26/2014,1264,5743sd7
12/26/2014,1241,4381sd7
12/26/2014,1235,4055sd7
12/26/2014,1220,2983sd7
12/26/2014,1206,3176sd7
12/26/2014,1197,3067sd7
12/26/2014,1172,2989sd7
12/26/2014,1130,8855sd7
12/26/2014,1127,2989sd7
12/26/2014,1126,2850sd7
12/26/2014,1110,2850sd7
12/26/2014,1107,8991sd7
12/26/2014,1089,6276sd7
12/26/2014,1079,2848sd7
12/26/2014,1074,2963sd7
12/26/2014,1062,4490sd7
12/26/2014,1056,5586sd7
12/26/2014,1047,3245sd7
12/26/2014,1032,3029sd7
12/26/2014,1031,5414sd7
12/26/2014,1021,2848sd7
12/26/2014,982,5738sd7
12/26/2014,976,7653sd7
12/26/2014,961,4178sd7
12/26/2014,952,5038sd7
12/26/2014,940,4106sd7
12/26/2014,915,6685sd7
12/26/2014,905,5739sd7
12/26/2014,882,6399sd7
12/26/2014,879,7018sd7
12/26/2014,870,2858sd7
12/26/2014,865,3857sd7
12/26/2014,860,6989sd7
12/26/2014,838,2848sd7
12/26/2014,829,2827sd7
12/26/2014,811,3641sd7
12/26/2014,803,3300sd7
12/26/2014,780,3090sd7
12/26/2014,778,4257sd7
12/26/2014,758,3007sd7
12/26/2014,757,4938sd7
12/26/2014,756,2976sd7
12/26/2014,753,3048sd7
12/26/2014,750,2850sd7
12/26/2014,750,2848sd7
12/26/2014,743,4713sd7
12/26/2014,738,9479sd7
12/26/2014,736,2848sd7
12/26/2014,727,3302sd7
12/26/2014,725,3245sd7
12/26/2014,724,5496sd7
12/26/2014,712,8706sd7
12/26/2014,710,5146sd7
12/26/2014,704,5531sd7
12/26/2014,699,3282sd7
12/26/2014,698,2848sd7
12/26/2014,666,9110sd7
12/26/2014,665,4217sd7
12/26/2014,648,3001sd7
12/26/2014,633,5031sd7
12/26/2014,632,2841sd7
12/26/2014,631,3105sd7
12/26/2014,631,5038sd7
12/26/2014,629,5351sd7
12/26/2014,628,4505sd7
12/26/2014,623,5146sd7
12/26/2014,621,2827sd7
12/26/2014,618,3661sd7
12/26/2014,617,3982sd7
12/26/2014,595,3886sd7
12/26/2014,588,3302sd7
12/26/2014,584,3007sd7
12/26/2014,580,6989sd7
12/26/2014,578,3886sd7
12/26/2014,578,2848sd7
12/26/2014,576,5586sd7
12/26/2014,570,2983sd7
12/26/2014,567,2841sd7
12/26/2014,560,4498sd7
12/26/2014,559,3301sd7
12/26/2014,559,2989sd7
12/25/2014,39298,4795sd7
12/25/2014,10018,4245sd7
12/25/2014,9978,2983sd7
12/25/2014,9713,3874sd7
12/25/2014,9706,7772sd7
12/25/2014,9632,6858sd7
12/25/2014,9076,3929sd7
12/25/2014,8600,8305sd7
12/25/2014,7588,2827sd7
12/25/2014,7045,4140sd7
12/25/2014,6529,7772sd7
12/25/2014,5789,3862sd7
12/25/2014,5577,5258sd7
12/25/2014,4995,3300sd7
12/25/2014,4775,2848sd7
12/25/2014,4706,5953sd7
12/25/2014,4608,5586sd7
12/25/2014,4378,3378sd7
12/25/2014,4292,3569sd7
12/25/2014,4248,8305sd7
12/25/2014,4233,2983sd7
12/25/2014,4206,3001sd7
12/25/2014,4176,2989sd7
12/25/2014,4146,5024sd7
12/25/2014,4018,2974sd7
12/25/2014,3761,5751sd7
12/25/2014,3698,2858sd7
12/25/2014,3639,5549sd7
12/25/2014,3631,3007sd7
12/25/2014,3630,3300sd7
12/25/2014,3506,6226sd7
12/25/2014,3375,7653sd7
